weekday,time,show,date_scraped,songs_played
Friday,6pm - 6:30pm,Local Music Mix,2022-02-11,"{'Cactus Lee': 'Dave Saves', 'Sara Hickman with Kristin DeWitt': 'The Train Song', 'Austin Lounge Lizards': 'Strange Noises in the Dark', 'Broken Gold': 'Ambulance Faces', 'Dead Animal': 'Praise to the Queen', 'David Rovics': 'Free Abu Sakha', 'Candace Bellamy': 'Skies Are Grey', 'Gary Graves with Ravner Salinas': 'Love is a Dangerous Thing', 'Bee vs. Moth': 'Ugly is the New Black', 'Dwarf Nebula': ""Comin' Around"", 'fortune my foe': 'Lachrimae Pavan', 'Ghosts Along The Brazos': 'Los Brazos de Dios', 'Opposite Day': 'Day Of The Triffids', 'Why Bonnie': 'Voice Box', 'Potential Johns': ""Why'd You Walk Away"", 'Prima Donnas': 'Headfull of Pills', 'Riverboat Gamblers': 'Ice Water', 'Radioactivity': 'World of Pleasure', 'Rod Moag': 'Eight More Miles To Louisville', 'Ramsay Midwood': 'Maybelline Grease', 'Semihelix': 'Only to go on', 'Stop Motion Orchestra': 'Way To Sarov', 'Teri Joyce': 'Kitchen Radio', 'The Bellfuries': 'You Must Be A Loser', 'The Sword': 'Eyes Of The Stormwitch', 'Tony Harrison': 'Baby That Would Sure Go Good', 'Walter Hyatt': 'Teach Me About Love', 'Willie Nelson': ""I'd Have To Be Crazy"", 'Alex Coke': 'Thank You Tony', 'Daniel Johnston': 'True Love Will Find You In The End', 'Holy Wave': ""I'm Not Living in the Past Anymore"", 'Danny & The Nightmares': 'Haunted House', 'Rosie Flores': 'Tremolo', 'The Semi': 'Modulars', 'Hunt Sales Memorial': 'One Day', 'Fee Lion': 'On Me', 'Freddie Steady Krc with Bill Browder': ""You're No Good for Me"", 'Chandra Washington': 'spontaneous vocal improvisation', 'Gina Chavez': 'Miles de Millas', 'Living Grateful': 'Brownstone Gals', 'Hamerzya': ""London '79"", 'Lucid Dementia': 'When The World Leaves You Behind', 'DAYEATER': 'Plastic Ratt', 'Mirror Travel': 'Mexico', 'Mr.Kitty': 'Not Dead Yet', 'New Neon': 'New Pulse', 'Kat Edmonson': 'One Fine Day', 'Akina Adderley & The Vintage Playboys': 'Hypnotized', 'Two High String Band': 'Hello City Limits', 'Harlem': 'Cloud Pleaser', 'Buttercup': 'National Spelling Bee Contest', 'Rescue Mission': 'My Neon Lover', 'Rio Waves': ""Don't Let Me Go"", 'Shapes Have Fangs': 'Rattle and Confuse Me', 'Sin + Seraphim': 'Redemption', 'Naga Brujo': 'Chaodyssey', 'SINE': 'Love High', 'Amanda Pascali': 'Tarantella Avion', 'Tameca Jones': 'Hot And Bothered', 'Carrie Elkins & Danny Schmidt': 'Proposal Song', 'Single Lash': 'Frozen Honey', 'George Kinney': 'When You Cry', 'Grace Pettis': 'Abilene', 'Don Diego Trio': 'Suspicious', 'James Hand': 'Just an Old Man with an Old Song', 'Temple of Angels': 'Cerise Dream', 'The Nimbus': 'Fever', 'Bill Callahan': 'If You Could Touch Her At All', 'Blastfamous USA': 'Not Your City', 'Honky': ""Baby Don't Slow Down"", 'Glass Eye': 'Endless Day', 'Spray Paint': 'Fleshy Boy', 'Marijuana Sweet Tooth': 'Utopia, TX', 'UtinUtin': 'Your House', 'WE Are The Asteroid': 'Trilogy', ""Uncle Walt's Band"": ""Don't You Think I Feel It Too"", 'The Octopus Project': ""Bees Bein' Strugglin'"", 'Bo Bud Greene': 'Flaw', 'Chronophage': 'Not to Dream Again', 'Townes Van Zandt': 'Fare Thee Well, Miss Carousel', 'Emora': 'The Seed', 'Espectrostatic': 'Escape from Witchtropolis', 'Excercise': 'Information', 'Explosives': 'A Girl Like You', 'Hi, Gene!': 'Grapeland', ""Nick Garza's Get Along"": 'Muchacha', 'Brian Scartocci': 'Sweet Funky Nonsense', 'The Sun Machine': 'Sound Of Dissent', 'Eddie Spaghetti': 'Empty', 'Inhalants': 'It Was Hyper Real', 'Indrajit': 'Afternoon Raga', 'Guy Forsyth': ""She's Crazy Now"", 'Emjae Ross and Bill Blue Bushey': 'Around the World Blues', 'Jason Roberts and Rick McRae': 'I Hear You Talkin’', 'Black Ladder': 'Magic Doctor', 'Blushing': 'Control', 'Butthole Surfers': 'I Saw an X', 'Crocodile': 'I Was Dreaming', 'Del Castillo': 'Brotherhood', 'Grupo Fantasma': 'Arroz Con Frijoles', 'Future Clouds & Radar': 'Backseat Silver Jet Sighter', 'Jeff Hughes & Chaparral': 'Just Like Heaven', 'Sunray Project': 'Yellam Aliparre', 'The Aaron Clift Experiment': 'Kissed By The Sun', 'Thirteen Of Everything': 'Life Is Change', 'Pelvis Wrestley': 'Susanna', 'Bad Boy Croy': 'Family Man', 'Caleb de Casper': 'Elephants', 'Pork': 'Grand Slam Baby', 'Rocket 808': 'Rocket 808', 'Little Mazarn': 'My Love Is All Around You', 'Sam Pankey, Daniel Dufour, Damian Garcia': '501', 'Dana Cooper': 'Harry Truman Built a Road', 'John Lilly': 'In Time', 'Ian McDougal of Broken Gold': 'Turning Blue', ""Hot Pickin' 57s"": 'Back in the Day', 'John Schooley and Walter Daniels': 'Dead Mall Blues', 'Wild Seeds': 'She Said', 'Graham Reynolds': 'Police Station', 'Charlie Belle': 'Six', 'Emme': 'Enjoy The Silence', 'Hovvdy': 'Mr. Lee', 'Jerry David DeCicca': 'Splendid Isolation', 'Kay Odyssey': 'Reach To You', 'Future Museums': 'Leaving the Vessel', 'Orange Mothers': 'Family Affair', 'Brandon DeMaris': 'Family', 'Aimee Bobruk': 'A Day In The Life', 'Hot Club of Cowtown': 'Sleep', 'Origami Ghosts': 'Keeper Sutherland', 'Ringo Deathstarr': 'Cotton Candy Clouds', 'Sixteen Deluxe': 'Hit It', 'Kalu and the Electric Joint': 'Can of Invisible Paint', 'Jonathan Edwards': 'Sunshine', 'Jon Hogan and Maria Moss': 'Leaky Tent', 'Spoon': 'Dismember', 'The 13th Floor Elevators': 'She Lives', 'Being Dead': 'Wild Man', 'Kris Schultz': 'Return Address', 'Twigs & Yarn': 'Lend A Hand', 'Crisman': 'Icee Blue', 'Amy Cook': 'Get It RIght', 'Suzanna Choffel': 'Archer', 'Crooks': 'River Road', 'Wine And Revolution': 'Trees', 'Butch Hancock': 'Chase', 'Lucinda Williams': 'Lonely girls', 'Keanu Reef': 'Central Texas Surf', 'Roky Erickson': 'Two Headed Dog', 'Sara Hickman': 'Tasty Sweet', 'Andrea Dawson': ""You Just Can't Get It Sittin' Down"", 'Joe King Carrasco': 'Pachuco Hop', 'Bob Schneider': 'Let The Light In', 'Michael Martin Murphey': ""Geronimo's Cadillac"", ""Mo' Debly"": 'Element', 'Jon Langford': ""Hell's Roof"", 'Jimmy LaFave': 'Desperate Men Do Desperate Things', 'My Exotic Other': 'My Exotic Other', 'Ronnie Lane': 'Kuschty Rye'}"
Friday,7pm - 8pm,The Microchip Revolution,2022-02-11,"{'Suzanne Ciani': 'Liberator Atari TV Spot', 'Tom Dissevelt & Kid Baltan': 'Drifting', 'Mishio Ogawa': 'Hikari No Ito Kin No Ito', 'Mort Garson': 'Music for Advertising #5', 'Tobacco': 'Heavy Makeup', 'H. Tical': 'Orbiter', 'Moritz Von Oswald Trio': 'Chapter 4', 'Squarepusher': 'Smedleys Melody', 'Boards Of Canada': '1969', 'Morton Subotnick': 'Butterfly No. 4', 'SOPHIE': 'Is It Cold In The Water?', 'Mari Iijima': 'Secret Time', 'Perrey & Kingsley': 'Cosmic Ballad', 'Pat Metheny Group': 'Barcarole', 'R. A. Moog Company': 'Moog 900 Series', 'Hot Butter': 'Pipeline', 'Oneohtrix Point Never': 'Hyperdawn'}"
Friday,8pm - 9pm,The Gazing Ball,2022-02-11,"{'Silver Liz': ""Microwave S'mores"", 'Cruisers': 'Hold on Tightly', 'Angel Aura': 'Reel', 'Yellow Dudes': 'Ordinary Films', 'The Sleep Jackson': 'Devil Was in My Yard', ""Morella's Forest"": 'Hang Out', 'Blood Candy': 'Surf Lion', 'Dayflower': 'Popping Candy', 'Great Black Night': 'Stalker', 'Knifeplay': 'Feel U', 'Parrot Dream': 'Come Home', 'Sleepwalk': 'Craving', 'FOG': 'Dearest', 'Relay Tapes': 'Teeth', 'The Meeting Places': 'You and I'}"
Friday,9pm - 10pm,D00MSCR0LLING,2022-02-11,"{'Musiq Soulchild': 'Just Friends', 'Floetry': 'Floetic', ""D'Angelo"": 'Untitled', 'Snoop Dogg': 'Imagine', 'Nosaj Thing': 'Fog', 'Fred Again...': 'Dermot', 'DJ Orange Julius': 'DOWNWIDDAPRO', 'Fred Again..., Romy & HAAi': 'Lights Out', 'The xx': 'Sunset', 'DJDS': 'One Good Thing / Something To Believe In'}"
Friday,10pm - Overnight,Local Music Mix,2022-02-11,"{'Cactus Lee': 'Dave Saves', 'Sara Hickman with Kristin DeWitt': 'The Train Song', 'Austin Lounge Lizards': 'Strange Noises in the Dark', 'Broken Gold': 'Ambulance Faces', 'Dead Animal': 'Praise to the Queen', 'David Rovics': 'Free Abu Sakha', 'Candace Bellamy': 'Skies Are Grey', 'Gary Graves with Ravner Salinas': 'Love is a Dangerous Thing', 'Bee vs. Moth': 'Ugly is the New Black', 'Dwarf Nebula': ""Comin' Around"", 'fortune my foe': 'Lachrimae Pavan', 'Ghosts Along The Brazos': 'Los Brazos de Dios', 'Opposite Day': 'Day Of The Triffids', 'Why Bonnie': 'Voice Box', 'Potential Johns': ""Why'd You Walk Away"", 'Prima Donnas': 'Headfull of Pills', 'Riverboat Gamblers': 'Ice Water', 'Radioactivity': 'World of Pleasure', 'Rod Moag': 'Eight More Miles To Louisville', 'Ramsay Midwood': 'Maybelline Grease', 'Semihelix': 'Only to go on', 'Stop Motion Orchestra': 'Way To Sarov', 'Teri Joyce': 'Kitchen Radio', 'The Bellfuries': 'You Must Be A Loser', 'The Sword': 'Eyes Of The Stormwitch', 'Tony Harrison': 'Baby That Would Sure Go Good', 'Walter Hyatt': 'Teach Me About Love', 'Willie Nelson': ""I'd Have To Be Crazy"", 'Alex Coke': 'Thank You Tony', 'Daniel Johnston': 'True Love Will Find You In The End', 'Holy Wave': ""I'm Not Living in the Past Anymore"", 'Danny & The Nightmares': 'Haunted House', 'Rosie Flores': 'Tremolo', 'The Semi': 'Modulars', 'Hunt Sales Memorial': 'One Day', 'Fee Lion': 'On Me', 'Freddie Steady Krc with Bill Browder': ""You're No Good for Me"", 'Chandra Washington': 'spontaneous vocal improvisation', 'Gina Chavez': 'Miles de Millas', 'Living Grateful': 'Brownstone Gals', 'Hamerzya': ""London '79"", 'Lucid Dementia': 'When The World Leaves You Behind', 'DAYEATER': 'Plastic Ratt', 'Mirror Travel': 'Mexico', 'Mr.Kitty': 'Not Dead Yet', 'New Neon': 'New Pulse', 'Kat Edmonson': 'One Fine Day', 'Akina Adderley & The Vintage Playboys': 'Hypnotized', 'Two High String Band': 'Hello City Limits', 'Harlem': 'Cloud Pleaser', 'Buttercup': 'National Spelling Bee Contest', 'Rescue Mission': 'My Neon Lover', 'Rio Waves': ""Don't Let Me Go"", 'Shapes Have Fangs': 'Rattle and Confuse Me', 'Sin + Seraphim': 'Redemption', 'Naga Brujo': 'Chaodyssey', 'SINE': 'Love High', 'Amanda Pascali': 'Tarantella Avion', 'Tameca Jones': 'Hot And Bothered', 'Carrie Elkins & Danny Schmidt': 'Proposal Song', 'Single Lash': 'Frozen Honey', 'George Kinney': 'When You Cry', 'Grace Pettis': 'Abilene', 'Don Diego Trio': 'Suspicious', 'James Hand': 'Just an Old Man with an Old Song', 'Temple of Angels': 'Cerise Dream', 'The Nimbus': 'Fever', 'Bill Callahan': 'If You Could Touch Her At All', 'Blastfamous USA': 'Not Your City', 'Honky': ""Baby Don't Slow Down"", 'Glass Eye': 'Endless Day', 'Spray Paint': 'Fleshy Boy', 'Marijuana Sweet Tooth': 'Utopia, TX', 'UtinUtin': 'Your House', 'WE Are The Asteroid': 'Trilogy', ""Uncle Walt's Band"": ""Don't You Think I Feel It Too"", 'The Octopus Project': ""Bees Bein' Strugglin'"", 'Bo Bud Greene': 'Flaw', 'Chronophage': 'Not to Dream Again', 'Townes Van Zandt': 'Fare Thee Well, Miss Carousel', 'Emora': 'The Seed', 'Espectrostatic': 'Escape from Witchtropolis', 'Excercise': 'Information', 'Explosives': 'A Girl Like You', 'Hi, Gene!': 'Grapeland', ""Nick Garza's Get Along"": 'Muchacha', 'Brian Scartocci': 'Sweet Funky Nonsense', 'The Sun Machine': 'Sound Of Dissent', 'Eddie Spaghetti': 'Empty', 'Inhalants': 'It Was Hyper Real', 'Indrajit': 'Afternoon Raga', 'Guy Forsyth': ""She's Crazy Now"", 'Emjae Ross and Bill Blue Bushey': 'Around the World Blues', 'Jason Roberts and Rick McRae': 'I Hear You Talkin’', 'Black Ladder': 'Magic Doctor', 'Blushing': 'Control', 'Butthole Surfers': 'I Saw an X', 'Crocodile': 'I Was Dreaming', 'Del Castillo': 'Brotherhood', 'Grupo Fantasma': 'Arroz Con Frijoles', 'Future Clouds & Radar': 'Backseat Silver Jet Sighter', 'Jeff Hughes & Chaparral': 'Just Like Heaven', 'Sunray Project': 'Yellam Aliparre', 'The Aaron Clift Experiment': 'Kissed By The Sun', 'Thirteen Of Everything': 'Life Is Change', 'Pelvis Wrestley': 'Susanna', 'Bad Boy Croy': 'Family Man', 'Caleb de Casper': 'Elephants', 'Pork': 'Grand Slam Baby', 'Rocket 808': 'Rocket 808', 'Little Mazarn': 'My Love Is All Around You', 'Sam Pankey, Daniel Dufour, Damian Garcia': '501', 'Dana Cooper': 'Harry Truman Built a Road', 'John Lilly': 'In Time', 'Ian McDougal of Broken Gold': 'Turning Blue', ""Hot Pickin' 57s"": 'Back in the Day', 'John Schooley and Walter Daniels': 'Dead Mall Blues', 'Wild Seeds': 'She Said', 'Graham Reynolds': 'Police Station', 'Charlie Belle': 'Six', 'Emme': 'Enjoy The Silence', 'Hovvdy': 'Mr. Lee', 'Jerry David DeCicca': 'Splendid Isolation', 'Kay Odyssey': 'Reach To You', 'Future Museums': 'Leaving the Vessel', 'Orange Mothers': 'Family Affair', 'Brandon DeMaris': 'Family', 'Aimee Bobruk': 'A Day In The Life', 'Hot Club of Cowtown': 'Sleep', 'Origami Ghosts': 'Keeper Sutherland', 'Ringo Deathstarr': 'Cotton Candy Clouds', 'Sixteen Deluxe': 'Hit It', 'Kalu and the Electric Joint': 'Can of Invisible Paint', 'Jonathan Edwards': 'Sunshine', 'Jon Hogan and Maria Moss': 'Leaky Tent', 'Spoon': 'Dismember', 'The 13th Floor Elevators': 'She Lives', 'Being Dead': 'Wild Man', 'Kris Schultz': 'Return Address', 'Twigs & Yarn': 'Lend A Hand', 'Crisman': 'Icee Blue', 'Amy Cook': 'Get It RIght', 'Suzanna Choffel': 'Archer', 'Crooks': 'River Road', 'Wine And Revolution': 'Trees', 'Butch Hancock': 'Chase', 'Lucinda Williams': 'Lonely girls', 'Keanu Reef': 'Central Texas Surf', 'Roky Erickson': 'Two Headed Dog', 'Sara Hickman': 'Tasty Sweet', 'Andrea Dawson': ""You Just Can't Get It Sittin' Down"", 'Joe King Carrasco': 'Pachuco Hop', 'Bob Schneider': 'Let The Light In', 'Michael Martin Murphey': ""Geronimo's Cadillac"", ""Mo' Debly"": 'Element', 'Jon Langford': ""Hell's Roof"", 'Jimmy LaFave': 'Desperate Men Do Desperate Things', 'My Exotic Other': 'My Exotic Other', 'Ronnie Lane': 'Kuschty Rye'}"
Saturday,8am - 9am,Local Music Mix,2022-02-11,"{'Cactus Lee': 'Dave Saves', 'Sara Hickman with Kristin DeWitt': 'The Train Song', 'Austin Lounge Lizards': 'Strange Noises in the Dark', 'Broken Gold': 'Ambulance Faces', 'Dead Animal': 'Praise to the Queen', 'David Rovics': 'Free Abu Sakha', 'Candace Bellamy': 'Skies Are Grey', 'Gary Graves with Ravner Salinas': 'Love is a Dangerous Thing', 'Bee vs. Moth': 'Ugly is the New Black', 'Dwarf Nebula': ""Comin' Around"", 'fortune my foe': 'Lachrimae Pavan', 'Ghosts Along The Brazos': 'Los Brazos de Dios', 'Opposite Day': 'Day Of The Triffids', 'Why Bonnie': 'Voice Box', 'Potential Johns': ""Why'd You Walk Away"", 'Prima Donnas': 'Headfull of Pills', 'Riverboat Gamblers': 'Ice Water', 'Radioactivity': 'World of Pleasure', 'Rod Moag': 'Eight More Miles To Louisville', 'Ramsay Midwood': 'Maybelline Grease', 'Semihelix': 'Only to go on', 'Stop Motion Orchestra': 'Way To Sarov', 'Teri Joyce': 'Kitchen Radio', 'The Bellfuries': 'You Must Be A Loser', 'The Sword': 'Eyes Of The Stormwitch', 'Tony Harrison': 'Baby That Would Sure Go Good', 'Walter Hyatt': 'Teach Me About Love', 'Willie Nelson': ""I'd Have To Be Crazy"", 'Alex Coke': 'Thank You Tony', 'Daniel Johnston': 'True Love Will Find You In The End', 'Holy Wave': ""I'm Not Living in the Past Anymore"", 'Danny & The Nightmares': 'Haunted House', 'Rosie Flores': 'Tremolo', 'The Semi': 'Modulars', 'Hunt Sales Memorial': 'One Day', 'Fee Lion': 'On Me', 'Freddie Steady Krc with Bill Browder': ""You're No Good for Me"", 'Chandra Washington': 'spontaneous vocal improvisation', 'Gina Chavez': 'Miles de Millas', 'Living Grateful': 'Brownstone Gals', 'Hamerzya': ""London '79"", 'Lucid Dementia': 'When The World Leaves You Behind', 'DAYEATER': 'Plastic Ratt', 'Mirror Travel': 'Mexico', 'Mr.Kitty': 'Not Dead Yet', 'New Neon': 'New Pulse', 'Kat Edmonson': 'One Fine Day', 'Akina Adderley & The Vintage Playboys': 'Hypnotized', 'Two High String Band': 'Hello City Limits', 'Harlem': 'Cloud Pleaser', 'Buttercup': 'National Spelling Bee Contest', 'Rescue Mission': 'My Neon Lover', 'Rio Waves': ""Don't Let Me Go"", 'Shapes Have Fangs': 'Rattle and Confuse Me', 'Sin + Seraphim': 'Redemption', 'Naga Brujo': 'Chaodyssey', 'SINE': 'Love High', 'Amanda Pascali': 'Tarantella Avion', 'Tameca Jones': 'Hot And Bothered', 'Carrie Elkins & Danny Schmidt': 'Proposal Song', 'Single Lash': 'Frozen Honey', 'George Kinney': 'When You Cry', 'Grace Pettis': 'Abilene', 'Don Diego Trio': 'Suspicious', 'James Hand': 'Just an Old Man with an Old Song', 'Temple of Angels': 'Cerise Dream', 'The Nimbus': 'Fever', 'Bill Callahan': 'If You Could Touch Her At All', 'Blastfamous USA': 'Not Your City', 'Honky': ""Baby Don't Slow Down"", 'Glass Eye': 'Endless Day', 'Spray Paint': 'Fleshy Boy', 'Marijuana Sweet Tooth': 'Utopia, TX', 'UtinUtin': 'Your House', 'WE Are The Asteroid': 'Trilogy', ""Uncle Walt's Band"": ""Don't You Think I Feel It Too"", 'The Octopus Project': ""Bees Bein' Strugglin'"", 'Bo Bud Greene': 'Flaw', 'Chronophage': 'Not to Dream Again', 'Townes Van Zandt': 'Fare Thee Well, Miss Carousel', 'Emora': 'The Seed', 'Espectrostatic': 'Escape from Witchtropolis', 'Excercise': 'Information', 'Explosives': 'A Girl Like You', 'Hi, Gene!': 'Grapeland', ""Nick Garza's Get Along"": 'Muchacha', 'Brian Scartocci': 'Sweet Funky Nonsense', 'The Sun Machine': 'Sound Of Dissent', 'Eddie Spaghetti': 'Empty', 'Inhalants': 'It Was Hyper Real', 'Indrajit': 'Afternoon Raga', 'Guy Forsyth': ""She's Crazy Now"", 'Emjae Ross and Bill Blue Bushey': 'Around the World Blues', 'Jason Roberts and Rick McRae': 'I Hear You Talkin’', 'Black Ladder': 'Magic Doctor', 'Blushing': 'Control', 'Butthole Surfers': 'I Saw an X', 'Crocodile': 'I Was Dreaming', 'Del Castillo': 'Brotherhood', 'Grupo Fantasma': 'Arroz Con Frijoles', 'Future Clouds & Radar': 'Backseat Silver Jet Sighter', 'Jeff Hughes & Chaparral': 'Just Like Heaven', 'Sunray Project': 'Yellam Aliparre', 'The Aaron Clift Experiment': 'Kissed By The Sun', 'Thirteen Of Everything': 'Life Is Change', 'Pelvis Wrestley': 'Susanna', 'Bad Boy Croy': 'Family Man', 'Caleb de Casper': 'Elephants', 'Pork': 'Grand Slam Baby', 'Rocket 808': 'Rocket 808', 'Little Mazarn': 'My Love Is All Around You', 'Sam Pankey, Daniel Dufour, Damian Garcia': '501', 'Dana Cooper': 'Harry Truman Built a Road', 'John Lilly': 'In Time', 'Ian McDougal of Broken Gold': 'Turning Blue', ""Hot Pickin' 57s"": 'Back in the Day', 'John Schooley and Walter Daniels': 'Dead Mall Blues', 'Wild Seeds': 'She Said', 'Graham Reynolds': 'Police Station', 'Charlie Belle': 'Six', 'Emme': 'Enjoy The Silence', 'Hovvdy': 'Mr. Lee', 'Jerry David DeCicca': 'Splendid Isolation', 'Kay Odyssey': 'Reach To You', 'Future Museums': 'Leaving the Vessel', 'Orange Mothers': 'Family Affair', 'Brandon DeMaris': 'Family', 'Aimee Bobruk': 'A Day In The Life', 'Hot Club of Cowtown': 'Sleep', 'Origami Ghosts': 'Keeper Sutherland', 'Ringo Deathstarr': 'Cotton Candy Clouds', 'Sixteen Deluxe': 'Hit It', 'Kalu and the Electric Joint': 'Can of Invisible Paint', 'Jonathan Edwards': 'Sunshine', 'Jon Hogan and Maria Moss': 'Leaky Tent', 'Spoon': 'Dismember', 'The 13th Floor Elevators': 'She Lives', 'Being Dead': 'Wild Man', 'Kris Schultz': 'Return Address', 'Twigs & Yarn': 'Lend A Hand', 'Crisman': 'Icee Blue', 'Amy Cook': 'Get It RIght', 'Suzanna Choffel': 'Archer', 'Crooks': 'River Road', 'Wine And Revolution': 'Trees', 'Butch Hancock': 'Chase', 'Lucinda Williams': 'Lonely girls', 'Keanu Reef': 'Central Texas Surf', 'Roky Erickson': 'Two Headed Dog', 'Sara Hickman': 'Tasty Sweet', 'Andrea Dawson': ""You Just Can't Get It Sittin' Down"", 'Joe King Carrasco': 'Pachuco Hop', 'Bob Schneider': 'Let The Light In', 'Michael Martin Murphey': ""Geronimo's Cadillac"", ""Mo' Debly"": 'Element', 'Jon Langford': ""Hell's Roof"", 'Jimmy LaFave': 'Desperate Men Do Desperate Things', 'My Exotic Other': 'My Exotic Other', 'Ronnie Lane': 'Kuschty Rye'}"
Saturday,9am - 10am,Graveside Service,2022-02-11,"{'Kirk Douglas': 'A Whale Of A Tale', 'Paramount Studio Orchestra': 'Juke Box No. 6', 'Kermit The Frog': ""Bein' Green"", 'Cookie Monster': 'C Is For Cookie', 'Paul Tanner & Andre Montero & His Orchestra': '20th Century Venus', 'Dave Van Ronk': 'Comes Love', 'King Curtis & His Royal Men': 'The Birth Of The Blues', 'Seth MacFarlane': ""You're The Cream In My Coffee"", 'Mel Tormé': 'Lucky In Love', 'Al Hirt': 'The Best Things In Life Are Free', 'Violetta Parra': 'La Paloma Ingrata', 'José Antonio Escobar': 'Anticueca #5', 'Mary Louise Wilson & Christine Ebersole': 'The Girl Who Has Everything', 'David Chase & Orchestra': 'End Credits', ""Anita O'Day"": 'That Old Feeling'}"
Saturday,10am - 12pm,The Lounge Show,2022-02-11,"{'Robert Maxwell, His Harp, And Orchestra': 'That Old Black Magic', 'Al ""He\'s The King"" Hirt': 'The Monkees Theme', 'John Barry Orchestra': ""Pussy Galore's Flying Circus"", 'Frank Comstock & His Orchestra': 'When You Wish Upon A Star', 'Leonard Nimoy': 'Both Sides Now', 'Robert Gretch': 'Galaxie Guitar', 'Shirley Bassey with The John Barry Orchestra': 'Goldfinger', 'Elmer Bernstein Orchestra': 'Booze', 'The JFK Singers': 'Begin Anew For Two', 'Firesign Theatre': 'Confidence In The System', 'Sheldon Allman': 'Big Brother', 'Chico Jose': 'Locura', 'Jim Boggia': 'Connector #1', 'Joe Holiday': 'Opening Night', 'Ann': 'Margaret & Al Hirt', 'Johnny Mann Singers': 'Cinnamint Shuffle', 'Tom Lehrer': 'The Masochism Tango', 'Mel Torme': 'Secret Agent Man', 'n/a': 'Thunderball radio spot', 'Nancy Sinatra with The John Barry Orchestra': 'You Only Live Twice', 'Vince Guaraldi Trio': 'Cast Your Fate To The Wind', 'Marden Hill': 'Execution', 'Barry Noble': ""I've Got My Eyes On You"", 'Albert Van Dam & His Orchestra': 'Voodoo Doll', 'David Carroll & His Orchestra': 'Middle East Mambo', 'Neil Diamond': 'Chelsea Morning', 'Inner Dialogue': 'Little Bits Of Paper', 'Sean Connery with The George Martin Orchestra': 'In My Life', 'Larry Butler': 'Sandy', 'Wes Harrison': 'Fun With Sounds', 'Jo Stafford with Paul Weston & His Orchestra': 'Haunted Heart', 'Ramon Ropain, His Piano, & Orchestra': 'San Andres', 'Cannonball Adderley Sextet': 'The Jive Samba', 'Perez Prado': 'Goldfinger', 'Tom Jones with The John Barry Orchestra': 'Thunderball', 'Klaus Wunderlich': 'Jagerchor', 'The Little Thumpers': 'Baia', 'Joni Mitchell': 'Twisted', 'The Monty Norman Orchestra': 'James Bond Theme', 'Adriano Celentano': ""Non Esiste L'Amor"", 'The John Barry Orchestra': '007'}"
Saturday,12pm - 1pm,The Jazz Show,2022-02-11,"{'Lee Morgan': 'Totem Pole', 'Alice Coltrane': 'IHS', 'Nori': 'Arirang', 'Gerald Wilson': 'Aram', 'Ryo Fukui': 'I Want to Talk About You', 'Jimmy Scott': 'Day by Day', 'June Christy': 'Softly As In a Morning Sunrise', 'Stan Getz': ""Here's That Rainy Day""}"
Saturday,2pm - 3pm,Darkside Daddy,2022-02-11,"{'Ananda Shankar': 'Dancing Drums', 'The Magic Mushrooms': ""It's A Happening"", 'The Sharades': ""It's a Groovy Day"", 'The Infinite Staircase': 'Long Hair', 'Alan David': 'Flower Power', 'Mod': 'Open Up Your Mind', 'The Daybreakers': 'Psychedelic Siren', 'George Harrison': 'Reed Lady Too', 'Strawberry Alarm Clock': 'Incense And Peppermints', 'Something Wild': ""Trippin' Out"", 'The Hombres': ""It's a Gas"", 'The Human Expression': 'Love At Psychedelic Velocity', '49th Parallel': 'Citizen Freak', 'The Pickwick Papers': ""You're So Square"", 'The Spiders': ""Don't Blow Your Mind"", 'The Attack': 'Colour Of My Mind', 'Serge Gainsbourg': 'Psychasténie'}"
Saturday,4pm - 5pm,The Girlie Show,2022-02-11,"{'Nikka Costa': 'Everybody Got Their Something Instrumental', 'Shygirl': 'Cleo', 'Felix Da Housecat': 'Madame Hollywood', 'Captain Mustache, Chicks on Speed': 'Good Weather Girl', 'Sally Shapiro': 'Fading Away', 'Charlotte Adigéry, BOLIS PUPUL': ""Ceci n'est pas un cliché"", 'Clarice Falcão': 'Dia D', 'Jane Child': ""Don't Wanna Fall In Love"", 'Escort': 'Cocaine Blues', 'Public Service Broadcasting, EERA': ""People, Let's Dance"", 'Perel': 'Real'}"
Saturday,5pm - 6pm,Fresh From The Underground,2022-02-11,"{'Henry + the Invisibles': 'The Feelz', 'Desire, Guy Gerber': ""Can't Get You Out Of My Head"", 'MOTHERMARY': 'Wearing Me Thin', 'Moscoman, Komilev, Eleonora': 'Lost In The Sun', 'Lime Garden': 'Clockwork', 'illuminati hotties': 'freequent letdown', 'Lucy Dacus': 'Kissing Lessons', 'Danny B. Harvey, Annie Marie Lewis': 'Nitro', 'Mikayla McVey': 'Symbol Cure', 'Dori Freeman': 'I Wanted To', 'Madi Diaz, Waxahatchee': 'Resentment', 'Sir Woman': 'Get What You Want', 'Vulfpeck': 'Soft Parade', 'Alicia Walter': 'Standing at Your Doorstep', 'Floyd Fuji': 'INSIDE', 'Habibi': 'Call Our Own', 'Daisy Glaze': 'Call Me Midnight', 'Run the Jewels': 'Run the Jewels', 'Theus Mago': 'No More Hands'}"
